Gene	Sample1	Sample2	Sample3	Sample4	Sample5	Sample6
AC007683.1	9.0	15.0	9.0	15.0	12.0	9.0
AC007684.1	1.0	0.0	2.0	0.0	2.0	5.0
AC007684.2	4.0	3.0	19.0	12.0	3.0	6.0
AC007685.1	2.0	6.0	7.0	2.0	11.0	6.0
AC007686.3	14.0	48.0	41.0	38.0	38.0	33.0
AC007687.1	2.0	0.0	2.0	0.0	2.0	0.0
AC007688.2	6.0	22.0	14.0	20.0	18.0	21.0
AC007731.2	3.0	7.0	45.0	20.0	14.0	8.0
AC007773.1	40.0	55.0	0.0	49.0	71.0	72.0
AC007780.1	21.0	669.0	41.0	36.0	228.0	74.0
AC007785.1	16.0	45.0	31.0	0.0	0.0	0.0
AC007785.3	6.0	0.0	0.0	0.0	0.0	2.0
AC007787.2	4.0	13.0	19.0	13.0	7.0	6.0
AC007823.1	20.0	58.0	42.0	53.0	33.0	41.0
AC007849.2	14.0	63.0	61.0	47.0	39.0	32.0
AC007881.1	13.0	28.0	20.0	26.0	34.0	37.0
AC007881.3	2.0	9.0	4.0	0.0	0.0	0.0
AC007938.1	2.0	0.0	4.0	5.0	0.0	0.0
AC007950.2	1.0	5.0	6.0	0.0	3.0	2.0
AC007952.4	0.0	0.0	0.0	0.0	0.0	0.0
AC007952.6	3.0	0.0	2.0	1.0	1.0	3.0
AC007956.2	2.0	7.0	8.0	2.0	1.0	1.0
AC007996.1	174.0	473.0	330.0	343.0	292.0	268.0
AC007998.2	4.0	6.0	7.0	11.0	0.0	0.0
AC007998.5	1.0	0.0	1.0	0.0	0.0	0.0
AC008013.1	1.0	2.0	4.0	1.0	1.0	0.0
AC008013.2	4.0	97.0	44.0	13.0	45.0	30.0
AC008014.1	884.0	857.0	2564.0	564.0	743.0	603.0
AC008026.1	189.0	475.0	355.0	259.0	234.0	263.0
AC008033.1	1.0	4.0	8.0	2.0	4.0	4.0
AC008038.1	1540.0	589.0	2357.0	2727.0	512.0	2608.0
AC008074.2	1.0	0.0	0.0	0.0	1.0	0.0
AC008079.1	54.0	138.0	130.0	171.0	141.0	85.0
AC008105.2	7.0	11.0	8.0	4.0	10.0	3.0
AC008115.3	23.0	71.0	64.0	19.0	46.0	43.0
AC008115.4	5.0	2.0	8.0	2.0	1.0	2.0
AC008121.3	3.0	10.0	13.0	13.0	16.0	5.0
AC008124.1	209.0	869.0	708.0	294.0	374.0	355.0
AC008126.1	3.0	15.0	6.0	4.0	9.0	7.0
AC008147.1	4.0	12.0	3.0	0.0	4.0	2.0
AC008264.2	3.0	4.0	9.0	0.0	3.0	5.0
AC008267.1	2.0	2.0	8.0	6.0	8.0	6.0
AC008267.3	28.0	169.0	192.0	0.0	0.0	0.0
AC008267.5	28.0	64.0	36.0	95.0	62.0	84.0
AC008269.1	209.0	441.0	398.0	233.0	237.0	218.0
AC008273.1	2.0	0.0	0.0	0.0	0.0	0.0
AC008393.1	16.0	36.0	24.0	0.0	0.0	0.0
AC008393.3	16.0	36.0	24.0	0.0	0.0	0.0
AC008406.3	2.0	7.0	7.0	3.0	5.0	12.0
AC008417.1	1.0	5.0	8.0	1.0	2.0	3.0
AC008429.2	61.0	158.0	114.0	111.0	81.0	101.0
AC008443.1	401.0	308.0	474.0	399.0	268.0	100.0
AC008481.1	2.0	3.0	6.0	4.0	3.0	0.0
AC008481.2	2.0	6.0	10.0	5.0	7.0	2.0
AC008481.3	2.0	4.0	4.0	8.0	3.0	4.0
AC008494.1	5.0	14.0	18.0	13.0	17.0	17.0
AC008494.2	3.0	5.0	6.0	0.0	2.0	0.0
AC008494.3	78.0	39.0	143.0	24.0	17.0	120.0
AC008507.1	14.0	24.0	14.0	8.0	12.0	8.0
AC008517.1	8.0	224.0	27.0	2.0	78.0	4.0
AC008533.1	2.0	0.0	0.0	0.0	0.0	0.0
AC008537.3	14.0	84.0	62.0	42.0	60.0	26.0
AC008555.7	4.0	14.0	11.0	30.0	22.0	12.0
AC008575.1	18.0	21.0	54.0	21.0	25.0	23.0
AC008581.2	2.0	75.0	36.0	9.0	2.0	37.0
AC008608.2	3.0	21.0	23.0	11.0	9.0	10.0
AC008622.2	6.0	17.0	3.0	11.0	2.0	3.0
AC008674.1	16.0	24.0	35.0	21.0	13.0	25.0
AC008677.1	1.0	4.0	4.0	6.0	2.0	3.0
AC008677.2	1.0	0.0	0.0	0.0	1.0	0.0
AC008696.1	1.0	0.0	0.0	0.0	0.0	0.0
AC008731.1	5.0	12.0	13.0	12.0	11.0	5.0
AC008735.2	606.0	2177.0	1872.0	1143.0	943.0	850.0
AC008735.4	6.0	21.0	32.0	11.0	23.0	8.0
AC008736.1	10.0	0.0	0.0	29.0	19.0	31.0
AC008738.7	8.0	2.0	1.0	1.0	1.0	1.0
AC008740.2	1.0	1.0	1.0	0.0	1.0	0.0
AC008746.4	3.0	9.0	17.0	15.0	8.0	7.0
AC008750.4	10.0	38.0	50.0	36.0	36.0	11.0
AC008750.8	20.0	14.0	4.0	4.0	2.0	12.0
AC008752.1	1.0	2.0	2.0	2.0	0.0	4.0
AC008752.4	17.0	14.0	1.0	6.0	1.0	6.0
AC008758.4	55.0	222.0	122.0	213.0	129.0	155.0
AC008758.5	263.0	714.0	631.0	714.0	582.0	606.0
AC008763.2	118.0	325.0	186.0	218.0	271.0	143.0
AC008764.1	1878.0	5541.0	4247.0	3460.0	3148.0	1947.0
AC008764.4	44.0	521.0	51.0	97.0	523.0	84.0
AC008764.7	1.0	0.0	0.0	0.0	1.0	0.0
AC008764.8	33.0	142.0	134.0	6.0	84.0	55.0
AC008764.9	12.0	40.0	31.0	27.0	10.0	4.0
AC008781.1	38.0	51.0	29.0	0.0	0.0	42.0
AC008806.1	2.0	2.0	8.0	10.0	6.0	0.0
AC008813.1	4.0	10.0	6.0	4.0	7.0	4.0
AC008870.2	14.0	38.0	51.0	39.0	47.0	33.0
AC008875.1	8.0	9.0	28.0	8.0	7.0	3.0
AC008878.2	15.0	63.0	32.0	25.0	11.0	20.0
AC008878.3	3.0	2.0	39.0	2.0	40.0	4.0
AC008883.3	10.0	0.0	0.0	0.0	0.0	0.0
AC008894.3	9.0	14.0	22.0	21.0	47.0	39.0
AC008895.1	6.0	6.0	12.0	4.0	6.0	6.0
AC008906.2	2.0	2.0	4.0	10.0	4.0	2.0
AC008915.3	95.0	88.0	278.0	57.0	169.0	234.0
AC008937.3	20.0	76.0	60.0	69.0	52.0	46.0
AC008957.3	10.0	13.0	48.0	11.0	20.0	3.0
AC008966.1	182.0	549.0	425.0	323.0	341.0	261.0
AC008972.1	6.0	12.0	3.0	2.0	10.0	2.0
AC008972.2	15.0	30.0	1.0	10.0	12.0	14.0
AC008982.1	16.0	41.0	45.0	46.0	28.0	42.0
AC008982.3	16.0	41.0	45.0	46.0	28.0	42.0
AC008993.2	1.0	2.0	2.0	2.0	1.0	1.0
AC009014.4	3.0	2.0	0.0	11.0	1.0	5.0
AC009022.1	1.0	819.0	514.0	391.0	426.0	285.0
AC009041.3	21.0	28.0	23.0	24.0	15.0	13.0
AC009053.2	56.0	175.0	0.0	69.0	0.0	57.0
AC009053.3	16.0	35.0	66.0	23.0	24.0	22.0
AC009061.2	7.0	46.0	15.0	3.0	32.0	22.0
AC009065.1	1.0	2.0	2.0	2.0	1.0	1.0
AC009065.2	21.0	38.0	36.0	11.0	29.0	17.0
AC009065.3	16.0	58.0	50.0	35.0	65.0	42.0
AC009065.5	1.0	11.0	6.0	1.0	16.0	5.0
AC009070.1	19.0	1458.0	1231.0	1233.0	1149.0	113.0
AC009084.1	17.0	31.0	21.0	11.0	7.0	13.0
AC009084.2	31.0	94.0	61.0	33.0	37.0	21.0
AC009086.2	1.0	1.0	1.0	23.0	30.0	18.0
AC009093.10	156.0	6901.0	4724.0	4430.0	4503.0	225.0
AC009093.2	7.0	163.0	98.0	17.0	89.0	15.0
AC009093.4	114.0	225.0	164.0	160.0	135.0	256.0
AC009093.6	6.0	18.0	29.0	12.0	16.0	10.0
AC009093.7	2.0	0.0	6.0	0.0	0.0	0.0
AC009108.1	2.0	1.0	6.0	3.0	5.0	0.0
AC009108.3	4.0	22.0	16.0	3.0	16.0	12.0
AC009113.1	52.0	266.0	149.0	39.0	80.0	19.0
AC009118.2	10.0	11.0	14.0	12.0	23.0	21.0
AC009118.3	1.0	1.0	1.0	1.0	1.0	1.0
AC009120.2	55.0	155.0	1493.0	88.0	148.0	48.0
AC009136.1	1019.0	3270.0	2213.0	1579.0	1755.0	1538.0
AC009148.1	6.0	16.0	9.0	8.0	9.0	7.0
AC009163.3	5.0	28.0	17.0	20.0	5.0	3.0
AC009163.5	38.0	121.0	112.0	128.0	15.0	32.0
AC009163.7	5.0	12.0	9.0	5.0	8.0	12.0
AC009220.2	2.0	0.0	4.0	5.0	2.0	0.0
AC009220.3	4.0	5.0	6.0	2.0	8.0	6.0
AC009227.1	2.0	2.0	10.0	2.0	5.0	4.0
AC009229.4	1.0	4.0	4.0	0.0	0.0	0.0
AC009237.14	52.0	163.0	118.0	73.0	65.0	76.0
AC009237.15	2.0	2.0	0.0	1.0	2.0	7.0
AC009237.3	22.0	47.0	38.0	17.0	20.0	21.0
AC009237.6	1.0	0.0	0.0	0.0	0.0	0.0
AC009238.1	1.0	0.0	0.0	0.0	0.0	0.0
AC009244.1	170.0	498.0	385.0	290.0	253.0	273.0
AC009245.1	387.0	864.0	613.0	501.0	469.0	533.0
AC009268.2	5.0	17.0	17.0	7.0	5.0	5.0
AC009275.1	26.0	225.0	21.0	251.0	255.0	222.0
AC009283.1	31.0	2.0	3.0	8.0	1.0	1.0
AC009302.1	106.0	293.0	189.0	173.0	164.0	167.0
AC009303.4	15.0	79.0	60.0	27.0	39.0	15.0
AC009309.1	1.0	0.0	0.0	1.0	0.0	0.0
AC009309.2	4.0	1.0	7.0	12.0	12.0	10.0
AC009310.1	1.0	0.0	0.0	0.0	0.0	0.0
AC009318.2	16.0	84.0	20.0	0.0	24.0	0.0
AC009318.3	15.0	63.0	36.0	52.0	43.0	29.0
AC009318.4	6.0	21.0	18.0	16.0	15.0	10.0
AC009336.2	2.0	7.0	4.0	0.0	0.0	0.0
AC009362.1	1.0	4.0	1.0	0.0	0.0	0.0
AC009403.1	2.0	12.0	12.0	8.0	8.0	3.0
AC009403.2	139.0	462.0	390.0	274.0	305.0	238.0
AC009404.1	85.0	3.0	3.0	67.0	0.0	0.0
AC009412.1	1.0	1.0	1.0	1.0	1.0	1.0
AC009446.1	54.0	128.0	131.0	52.0	60.0	56.0
AC009501.3	4.0	1.0	1.0	1.0	1.0	5.0
AC009506.1	1.0	0.0	0.0	0.0	0.0	0.0
AC009509.2	1.0	1.0	1.0	1.0	1.0	1.0
AC009509.5	1.0	1.0	1.0	1.0	1.0	1.0
AC009533.1	214.0	477.0	0.0	671.0	210.0	317.0
AC009533.2	1.0	2.0	2.0	1.0	2.0	2.0
AC009549.1	72.0	197.0	2.0	76.0	78.0	80.0
AC009554.1	98.0	203.0	135.0	126.0	145.0	82.0
AC009570.1	4.0	25.0	10.0	10.0	10.0	7.0
AC009630.3	4.0	17.0	20.0	37.0	16.0	9.0
AC009686.2	10.0	25.0	37.0	2.0	13.0	4.0
AC009704.2	4.0	6.0	10.0	9.0	7.0	5.0
AC009779.2	3.0	3.0	2.0	2.0	4.0	7.0
AC009779.4	158.0	548.0	391.0	158.0	16.0	131.0
AC009812.1	20.0	48.0	72.0	24.0	31.0	43.0
AC009812.4	26.0	69.0	83.0	35.0	36.0	17.0
AC009831.1	42.0	176.0	119.0	87.0	102.0	115.0
AC009878.1	1.0	9.0	1.0	2.0	0.0	0.0
AC009902.3	13.0	21.0	31.0	6.0	6.0	6.0
AC009948.1	9.0	22.0	11.0	26.0	8.0	19.0
AC009948.2	29.0	66.0	38.0	28.0	32.0	33.0
AC009948.4	2.0	7.0	33.0	8.0	17.0	6.0
AC009950.1	2.0	10.0	0.0	13.0	0.0	4.0
AC009955.4	24.0	69.0	19.0	16.0	25.0	16.0
AC009962.1	6.0	16.0	23.0	10.0	6.0	4.0
AC009963.1	1.0	0.0	0.0	1.0	1.0	1.0
AC010099.1	1.0	0.0	0.0	0.0	0.0	0.0
AC010132.4	2.0	11.0	17.0	0.0	4.0	0.0
AC010149.1	94.0	257.0	153.0	41.0	46.0	42.0
AC010168.1	11.0	24.0	24.0	13.0	13.0	14.0
AC010168.2	7.0	542.0	644.0	184.0	79.0	122.0
AC010182.1	1.0	2.0	0.0	0.0	0.0	1.0
AC010197.2	2416.0	8122.0	71.0	7181.0	30.0	64.0
AC010198.2	1368.0	4044.0	3152.0	2029.0	1954.0	1707.0
AC010200.1	6.0	12.0	17.0	10.0	6.0	6.0
AC010201.2	9.0	10.0	11.0	15.0	13.0	7.0
AC010207.1	2.0	48.0	17.0	24.0	14.0	8.0
AC010223.1	3.0	3.0	3.0	2.0	2.0	3.0
AC010240.4	5.0	5.0	2.0	3.0	6.0	0.0
AC010245.2	7.0	9.0	19.0	3.0	8.0	4.0
AC010273.2	23.0	10.0	11.0	3.0	11.0	3.0
AC010319.2	2.0	5.0	4.0	1.0	4.0	1.0
AC010319.4	24.0	138.0	137.0	109.0	126.0	90.0
AC010323.1	1043.0	1931.0	2750.0	3150.0	2923.0	1520.0
AC010326.1	2.0	6.0	0.0	2.0	0.0	2.0
AC010326.4	210.0	606.0	558.0	352.0	336.0	205.0
AC010327.2	566.0	1645.0	1192.0	1630.0	1310.0	1415.0
AC010327.5	4.0	27.0	15.0	3.0	16.0	0.0
AC010327.6	1.0	26.0	13.0	9.0	70.0	69.0
AC010328.3	4.0	23.0	10.0	31.0	26.0	30.0
AC010331.1	4.0	12.0	7.0	6.0	6.0	1.0
AC010332.2	1.0	0.0	0.0	0.0	0.0	0.0
AC010332.3	2.0	6.0	6.0	0.0	8.0	0.0
AC010336.1	16.0	55.0	29.0	25.0	28.0	19.0
AC010336.2	21.0	18.0	33.0	75.0	49.0	59.0
AC010336.5	5.0	6.0	3.0	5.0	6.0	7.0
AC010336.8	14.0	65.0	0.0	42.0	17.0	16.0
AC010342.1	32.0	102.0	63.0	40.0	66.0	67.0
AC010343.1	176.0	347.0	275.0	274.0	219.0	216.0
AC010343.3	168.0	764.0	617.0	421.0	617.0	333.0
AC010359.2	2.0	2.0	2.0	2.0	3.0	2.0
AC010422.3	2.0	5.0	7.0	4.0	5.0	7.0
AC010422.8	105.0	417.0	339.0	267.0	282.0	203.0
AC010442.2	2.0	0.0	0.0	0.0	0.0	2.0
AC010457.1	14.0	40.0	41.0	17.0	14.0	4.0
AC010460.4	1.0	3.0	4.0	0.0	1.0	0.0
AC010463.3	7.0	4.0	3.0	7.0	5.0	2.0
AC010469.2	1.0	1.0	0.0	0.0	3.0	2.0
AC010478.1	61.0	99.0	112.0	119.0	85.0	76.0
AC010491.1	3.0	22.0	24.0	8.0	4.0	7.0
AC010492.4	1.0	4.0	8.0	16.0	8.0	5.0
AC010503.5	1.0	6.0	10.0	0.0	6.0	7.0
AC010504.2	3.0	7.0	0.0	0.0	0.0	0.0
AC010507.1	2.0	6.0	6.0	6.0	7.0	6.0
AC010507.2	5.0	2.0	11.0	2.0	10.0	8.0
AC010522.1	80.0	68.0	130.0	55.0	83.0	61.0
AC010525.1	1.0	3.0	17.0	8.0	5.0	5.0
AC010531.1	4.0	5.0	3.0	3.0	3.0	3.0
AC010533.1	1.0	14.0	15.0	9.0	9.0	1.0
AC010536.1	12.0	78.0	51.0	81.0	78.0	69.0
AC010542.3	2.0	4.0	2.0	1.0	2.0	2.0
AC010542.4	7.0	0.0	3.0	0.0	1.0	1.0
AC010542.6	2.0	13.0	14.0	17.0	11.0	6.0
AC010595.1	1.0	1.0	1.0	1.0	1.0	1.0
AC010614.1	18.0	36.0	15.0	27.0	30.0	34.0
AC010616.1	2.0	3.0	5.0	3.0	2.0	3.0
AC010618.1	1.0	0.0	2.0	0.0	0.0	3.0
AC010618.3	76.0	481.0	366.0	334.0	349.0	296.0
AC010627.1	4.0	10.0	39.0	16.0	15.0	11.0
AC010654.1	3.0	2.0	0.0	3.0	6.0	0.0
AC010655.4	71.0	266.0	56.0	135.0	98.0	115.0
AC010655.5	4.0	6.0	6.0	3.0	7.0	2.0
AC010677.1	1.0	6.0	0.0	0.0	1.0	0.0
AC010680.2	35.0	93.0	104.0	13.0	26.0	9.0
AC010680.3	13.0	42.0	30.0	0.0	0.0	0.0
AC010680.4	2.0	12.0	25.0	0.0	9.0	3.0
AC010735.1	6.0	12.0	11.0	2.0	10.0	5.0
AC010761.1	12.0	16.0	30.0	15.0	11.0	13.0
AC010809.1	28.0	1.0	3.0	0.0	0.0	0.0
AC010864.1	3.0	35.0	20.0	20.0	29.0	10.0
AC010878.1	6.0	8.0	3.0	6.0	4.0	3.0
AC010894.2	23.0	55.0	27.0	0.0	17.0	20.0
AC010904.2	4.0	12.0	10.0	16.0	6.0	7.0
AC010913.1	6.0	27.0	22.0	24.0	16.0	6.0
AC010928.3	2.0	0.0	0.0	0.0	0.0	0.0
AC010969.2	117.0	369.0	235.0	253.0	214.0	154.0
AC010976.1	1.0	3.0	2.0	6.0	6.0	34.0
AC010996.1	19.0	92.0	45.0	37.0	64.0	81.0
AC010997.5	8.0	17.0	6.0	5.0	5.0	9.0
AC011008.2	1.0	2.0	3.0	8.0	3.0	1.0
AC011228.3	2.0	4.0	0.0	0.0	0.0	0.0
AC011242.1	2.0	1.0	0.0	0.0	0.0	0.0
AC011290.2	2.0	19.0	18.0	11.0	12.0	11.0
AC011295.1	3671.0	9777.0	7077.0	5026.0	4776.0	4688.0
AC011295.2	20.0	70.0	87.0	80.0	91.0	58.0
AC011330.2	9.0	23.0	33.0	13.0	6.0	14.0
AC011337.1	2.0	20.0	26.0	20.0	21.0	6.0
AC011346.1	12.0	169.0	29.0	12.0	0.0	9.0
AC011352.1	26.0	52.0	48.0	14.0	15.0	15.0
AC011352.3	71.0	190.0	175.0	54.0	45.0	47.0
AC011375.1	1.0	1.0	7.0	1.0	1.0	1.0
AC011379.1	1.0	3.0	0.0	2.0	2.0	3.0
AC011405.1	1.0	8.0	7.0	1.0	1.0	1.0
AC011406.1	2.0	0.0	2.0	0.0	1.0	2.0
AC011444.1	9.0	1.0	1.0	0.0	3.0	4.0
AC011445.1	1.0	6.0	2.0	1.0	2.0	2.0
AC011445.2	2.0	5.0	2.0	2.0	2.0	5.0
AC011447.3	36.0	82.0	62.0	49.0	46.0	48.0
AC011451.2	2.0	10.0	3.0	5.0	13.0	6.0
AC011462.1	133.0	532.0	410.0	143.0	152.0	113.0
AC011462.4	2.0	6.0	21.0	2.0	5.0	3.0
AC011462.5	154.0	0.0	0.0	0.0	0.0	0.0
AC011466.3	38.0	1.0	6.0	46.0	1.0	1.0
AC011468.2	5.0	4.0	0.0	0.0	3.0	0.0
AC011468.4	9.0	17.0	8.0	4.0	3.0	5.0
AC011468.5	4.0	23.0	17.0	9.0	5.0	20.0
AC011472.4	13.0	31.0	25.0	14.0	10.0	7.0
AC011476.3	3.0	1.0	1.0	3.0	0.0	3.0
AC011476.7	3.0	5.0	1.0	3.0	0.0	3.0
AC011477.3	6.0	5.0	23.0	23.0	20.0	30.0
AC011479.4	2.0	2.0	6.0	6.0	6.0	0.0
AC011481.3	1.0	3.0	3.0	5.0	8.0	4.0
AC011487.1	3.0	14.0	19.0	10.0	7.0	3.0
AC011487.3	1.0	0.0	1.0	2.0	3.0	4.0
AC011487.4	1.0	4.0	1.0	0.0	3.0	2.0
AC011495.1	16.0	28.0	18.0	39.0	32.0	13.0
AC011497.2	149.0	510.0	336.0	245.0	309.0	267.0
AC011498.7	15.0	56.0	67.0	12.0	30.0	15.0
AC011503.2	2.0	25.0	24.0	10.0	12.0	6.0
AC011511.1	120.0	103.0	114.0	282.0	131.0	559.0
AC011511.2	1.0	1.0	3.0	1.0	2.0	1.0
AC011511.5	3.0	11.0	20.0	11.0	9.0	6.0
AC011603.3	16007.0	45727.0	28143.0	33572.0	30173.0	34427.0
AC011611.5	2.0	3.0	14.0	1.0	4.0	0.0
AC011676.5	2.0	1.0	11.0	4.0	2.0	2.0
AC011753.3	2.0	2.0	11.0	5.0	6.0	3.0
AC011773.4	3.0	8.0	11.0	3.0	2.0	0.0
AC011815.2	2.0	6.0	14.0	1.0	2.0	3.0
AC011815.3	1.0	2.0	6.0	10.0	8.0	2.0
AC011825.1	4.0	1.0	2.0	1.0	0.0	0.0
AC011825.4	2.0	0.0	0.0	0.0	0.0	0.0
AC011912.1	17.0	44.0	38.0	36.0	41.0	28.0
AC011921.1	3.0	12.0	17.0	6.0	5.0	3.0
AC011921.3	1.0	1.0	0.0	2.0	2.0	0.0
AC011933.1	42.0	84.0	41.0	70.0	61.0	95.0
AC011939.1	7.0	23.0	11.0	10.0	12.0	15.0
AC011978.2	26.0	37.0	25.0	37.0	33.0	38.0
AC011979.1	141.0	356.0	257.0	106.0	88.0	85.0
AC012020.1	2.0	0.0	8.0	12.0	9.0	3.0
AC012063.1	31.0	107.0	0.0	37.0	46.0	0.0
AC012066.1	2.0	1.0	2.0	2.0	0.0	5.0
AC012073.1	79.0	228.0	177.0	29.0	120.0	21.0
AC012085.1	1784.0	4621.0	3684.0	5737.0	5118.0	5700.0
AC012100.3	2.0	0.0	0.0	0.0	0.0	0.0
AC012146.1	52.0	178.0	91.0	104.0	35.0	73.0
AC012158.1	1.0	2.0	1.0	6.0	1.0	4.0
AC012170.1	3.0	1.0	6.0	0.0	3.0	2.0
AC012181.1	30.0	133.0	138.0	52.0	37.0	40.0
AC012184.2	5.0	29.0	8.0	12.0	55.0	4.0
AC012184.4	1.0	2.0	2.0	1.0	19.0	2.0
AC012213.2	2.0	8.0	12.0	14.0	12.0	4.0
AC012213.5	5811.0	9455.0	10921.0	6045.0	8924.0	8808.0
AC012254.4	3.0	0.0	5.0	4.0	4.0	0.0
AC012313.1	155.0	80.0	605.0	84.0	97.0	138.0
AC012313.5	55.0	81.0	112.0	151.0	95.0	74.0
AC012313.8	129.0	2.0	21.0	15.0	8.0	8.0
AC012313.9	5.0	18.0	13.0	7.0	13.0	10.0
AC012314.12	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.13	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.15	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.16	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.3	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.4	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.6	467.0	1200.0	899.0	906.0	786.0	827.0
AC012314.8	467.0	1200.0	899.0	906.0	786.0	827.0
AC012358.4	213.0	752.0	569.0	514.0	172.0	404.0
AC012360.3	78.0	211.0	296.0	98.0	197.0	34.0
AC012414.5	4.0	9.0	9.0	2.0	5.0	2.0
AC012414.6	2.0	1.0	1.0	4.0	2.0	1.0
AC012441.1	3.0	4.0	0.0	2.0	1.0	0.0
AC012441.2	3.0	1.0	1.0	1.0	2.0	0.0
AC012485.1	63.0	192.0	102.0	109.0	105.0	95.0
AC012488.2	306.0	595.0	274.0	289.0	201.0	31.0
AC012501.2	18.0	31.0	11.0	7.0	8.0	7.0
AC012501.3	27.0	99.0	58.0	14.0	34.0	26.0
AC012508.2	2.0	0.0	0.0	0.0	0.0	0.0
AC012510.1	19.0	122.0	83.0	81.0	91.0	37.0
AC012513.2	4.0	2.0	5.0	5.0	4.0	7.0
AC012513.3	35.0	92.0	70.0	49.0	46.0	45.0
AC012557.1	2.0	2.0	11.0	4.0	7.0	2.0
AC012557.2	2.0	0.0	3.0	0.0	0.0	0.0
AC012603.1	2.0	8.0	4.0	2.0	1.0	4.0
AC012615.1	73.0	270.0	197.0	101.0	107.0	102.0
AC012615.6	12.0	43.0	56.0	40.0	36.0	27.0
AC012618.1	1.0	4.0	3.0	4.0	2.0	4.0
AC012618.2	4.0	4.0	27.0	8.0	17.0	5.0
AC012640.4	27.0	72.0	50.0	36.0	39.0	23.0
AC012640.5	1.0	20.0	9.0	17.0	2.0	14.0
AC012640.6	7.0	67.0	42.0	12.0	23.0	21.0
AC012640.7	1.0	0.0	4.0	2.0	1.0	2.0
AC012645.4	4.0	9.0	9.0	8.0	7.0	5.0
AC012676.1	128.0	103.0	258.0	102.0	89.0	236.0
AC012676.3	1.0	11.0	8.0	6.0	4.0	5.0
AC012676.5	6.0	16.0	49.0	29.0	43.0	11.0
AC012676.7	1.0	11.0	8.0	6.0	4.0	5.0
AC013355.1	1.0	2.0	1.0	0.0	1.0	2.0
AC013356.1	4.0	0.0	0.0	0.0	1.0	0.0
AC013391.3	2.0	2.0	0.0	0.0	2.0	0.0
AC013394.1	53.0	220.0	253.0	94.0	216.0	115.0
AC013403.2	1.0	8.0	11.0	8.0	2.0	2.0
AC013468.1	4.0	11.0	8.0	11.0	7.0	6.0
AC013470.3	2.0	7.0	16.0	6.0	4.0	7.0
AC013489.1	6.0	116.0	33.0	24.0	25.0	19.0
AC013643.2	7.0	4.0	10.0	4.0	4.0	4.0
AC013731.1	4.0	8.0	15.0	12.0	5.0	7.0
AC015660.1	20.0	35.0	50.0	10.0	21.0	16.0
AC015660.2	2.0	0.0	0.0	0.0	0.0	0.0
AC015712.5	47.0	205.0	189.0	292.0	293.0	300.0
AC015712.7	13.0	40.0	45.0	29.0	19.0	27.0
AC015726.1	8.0	19.0	17.0	23.0	9.0	21.0
AC015802.1	3.0	8.0	9.0	12.0	9.0	0.0
AC015802.6	40.0	149.0	47.0	114.0	136.0	53.0
AC015813.1	101.0	358.0	858.0	369.0	126.0	80.0
AC015813.2	566.0	11810.0	15266.0	10191.0	6187.0	5103.0
AC015813.5	82.0	690.0	445.0	262.0	36.0	315.0
AC015813.6	94.0	2.0	7.0	8.0	26.0	241.0
AC015813.7	3.0	1.0	9.0	5.0	2.0	6.0
AC015819.1	17.0	36.0	17.0	30.0	21.0	23.0
AC015849.10	3.0	5.0	4.0	7.0	8.0	8.0
AC015849.6	3.0	5.0	4.0	7.0	8.0	8.0
AC015871.3	38.0	129.0	134.0	77.0	74.0	59.0
AC015878.1	3.0	3.0	2.0	2.0	1.0	3.0
AC015883.1	1.0	2.0	2.0	2.0	0.0	0.0
AC015909.5	28.0	61.0	45.0	23.0	29.0	31.0
AC015911.1	4.0	2.0	2.0	4.0	2.0	9.0
AC015911.4	2.0	3.0	6.0	12.0	8.0	13.0
AC015912.1	1.0	1.0	1.0	1.0	1.0	1.0
AC015912.2	4.0	5.0	1.0	1.0	3.0	2.0
AC015912.3	51.0	446.0	253.0	242.0	255.0	65.0
AC015922.3	7.0	10.0	13.0	12.0	14.0	9.0
AC015936.1	2.0	2.0	0.0	0.0	0.0	4.0
AC015971.1	47.0	99.0	137.0	81.0	71.0	57.0
AC015982.1	1.0	2.0	2.0	0.0	0.0	0.0
AC015987.1	17.0	35.0	0.0	0.0	16.0	0.0
AC016026.1	16.0	156.0	222.0	94.0	79.0	10.0
AC016027.1	104.0	14.0	344.0	210.0	162.0	223.0
AC016065.1	85.0	436.0	284.0	64.0	195.0	91.0
AC016355.1	8.0	29.0	22.0	2.0	17.0	6.0
AC016394.2	309.0	1152.0	586.0	818.0	499.0	811.0
AC016394.3	125.0	290.0	218.0	130.0	168.0	130.0
AC016397.2	8.0	8.0	7.0	9.0	8.0	4.0
AC016405.2	2.0	0.0	1.0	1.0	0.0	0.0
AC016405.3	8.0	19.0	17.0	6.0	15.0	14.0
AC016526.3	2.0	0.0	6.0	0.0	8.0	0.0
AC016546.1	1.0	1.0	2.0	2.0	2.0	0.0
AC016559.2	2.0	0.0	0.0	0.0	0.0	0.0
AC016582.2	20.0	50.0	39.0	45.0	40.0	38.0
AC016588.2	43.0	116.0	89.0	49.0	40.0	58.0
